category,description,lang,rating_avg,title,has_rating,description_len
Poetry By Individual Poets,"The Book Of Upside Down Thinking, by the famed Liverpool poet Brian Patten, is a magical collection of verse written in Morocco and inspired by traditional folk-tales and stories from the Near and Middle East, many dating back as far as the eleventh century. This beautifully designed collection features colourful hand-drawn tile illustrations alongside Brian's original poems, which show the world from a different, and unexpected, perspective.",en,4.0,The Book Of Upside Down Thinking : a magical & unexpected collection by poet Brian Patten,True,446
"Environmental Science, Engineering & Technology","Urban Transport energy efficiency and environmental sustainability continue to present big challenges for city leaders and policy think tanks. As the share of the world's population living in cities grows to nearly 70 per cent between now and 2050, urban transport energy consumption is forecast to double to meet the travel demand in the world's future cities. This urban growth will also dramatically change the scale and nature of our communities, and put a tremendous strain on the built environment and infrastructure that delivers vital services like transport.",en,,Low Carbon Mobility for Future Cities : Principles and applications,False,567
European History,"Wydanie drugie, poprawione i poszerzone   Czy Andrzej Wajda zamierzał zrobić film o miłosnej relacji „Zośki” i „Rudego”? Kim był brat „Wampira z Zagłębia” i jaki miał wpływ na przebieg słynnego procesu z lat 70.? Dlaczego tak mało wciąż wiemy o akcji „Hiacynt”? Gdzie są „różowe teczki”? Do czego klucz kryją powieści sensacyjne z serii „Jamnik”?",pl,3.72,Gejerel,True,346
Children's Fiction,"You say it's up to me to do the talking. You lean forward and your black leather chair groans, like a living thing. Like the cow it was before somebody killed it and turned it into a chair in a shrink's office in a loony bin...",en,3.76,Cut,True,227
European History,"Już pierwsze zdanie fundamentalnej pracy Dmowskiego - o tych, którzy uważają, ""że Polak nowoczesny powinien być Polakiem jak najmniej"" i myśleć albo o sobie, albo o całej ludzkości - pokazuje, jak bardzo książka ta znowu jest dziś potrzebna. W istocie zarówno zawarta w niej analiza polskiej słabości, jak i wskazania, jak je przemóc i wydostać się z poniżenia, są w naszej obecnej sytuacji niezwykle aktualne.",pl,3.65,Mysli nowoczesnego Polaka,True,410
Children's Fiction,What if there was a 13th zodiac sign?,en,3.49,The 13th Sign,True,37
Reference Works,"This is a Print on Demand title. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc.",en,,1981 Nautical Almanac,False,144
Children's Fiction,"When his dog eats a huge bone that was buried in the backyard and turns into a frightening creature, Hank agrees to help a wizard try to destroy the evil dragon that is responsible for the transformation.",en,3.78,The Chalk Box Kid,True,204
Contemporary Fiction,"«De personages zijn allemaal even overtuigend, de dialogen mooi van karigheid, en de metaforen die Caris hanteert zijn spaarzaam maar sterk en betekenisvol». (Juryrapport ITs Playwriting Award 2011)",nl,,1924 : Ergens tussen Denver en Colorado Springs,False,198
"Astronomy, Space & Time","This book gathers selected and expanded contributions presented at the 4th Symposium on Space Optical Instruments and Applications, which was held in Delft, the Netherlands, on October 16-18, 2017. This conference series is organized by the Sino-Holland Space Optical Instruments Laboratory, a cooperative platform between China and the Netherlands.   The symposium focused on key technological problems regarding optical instruments and their applications in a space context. It covered the latest developments, experiments and results on the theory, instrumentation and applications of space optics. The book is split into five main sections: The first covers optical remote sensing system design, the second focuses on advanced optical system design, and the third addresses remote sensor calibration and measurement. Remote sensing data processing and information extraction are then presented, followed by a final section on remote sensing data applications.",en,,"4th International Symposium of Space Optical Instruments and Applications : Delft, The Netherlands, October 16 -18, 2017",False,963
Children's Fiction,"Clawdeen Wolf, Frankie Stein, and Melody Carver struggle to deal with the fallout when ""The Ghoul Next Door"" video goes viral, all while trying to deal with the complexities of high school parties and dating.",es,3.98,"Monster High 3: Querer Es Poder / Monster High #3: Where There's a Wolf, There's a Way",True,208
Children's Fiction,"Ruby is unlike most little girls in old China. Instead of aspiring to get married, Ruby is determined to attend university when she grows up, just like the boys in her family. Based upon the inspirational story of the author's grandmother and accompanied by richly detailed illustrations, Ruby's Wish is an engaging portrait of a young girl who's full of ambition and the family who rewards her hard work and courage.",en,4.29,Ruby's Wish,True,417
Children's Fiction,"An irrepressible ten-year-old must reconcile her fantasies with reality in this beautifully written novel about facing the future. Although eleven-year-old Kobi's parents sailed into a storm at sea five years ago, she knows they are alive. If she says ""Avanti!"" she can see them. Now that her wealthy Parisian Grandmama is sending Kobi and her sister away to live with Uncle Wim in Iowa, she will need the magic words her mother left her more than ever. To fit in at her new American school, Kobi tells lies that soon catch up with her, and leans heavily on her magic. In a heart-wrenching climax, she must confront not only the untruths she has told others but the stories she has made herself believe. Only then will she be able to grieve for her parents and move on with her life.",en,4.02,27 Magic Words,True,783
Contemporary Fiction,"The work of one of the most formidable figures in American intellectual life."" -- Washington Post Book World The seventeen essays collected in this volume prove that Ralph Ellison was not only one of America's most dazzlingly innovative novelists but perhaps also our most perceptive and iconoclastic commentator on matters of literature, culture, and race. In Going to the Territory, Ellison provides us with dramatically fresh readings of William Faulkner and Richard Wright, along with new perspectives on the music of Duke Ellington and the art of Romare Bearden. He analyzes the subversive quality of black laughter, the mythic underpinnings of his masterpiece Invisible Man, and the extent to which America's national identity rests on the contributions of African Americans. Erudite, humane, and resounding with humor and common sense, the result is essential Ellison.",en,4.21,Going to the Territory,True,875
